channel,train_mean_real,train_mean_fake,effect_size_fake_minus_real,absolute_effect_size,overall_train_variance,rank_by_absolute_effect
495,-0.5435418,-0.31729218,0.2839615356002498,0.2839615356002498,0.646946,606
268,0.31681502,0.18587661,-0.28392204995845505,0.28392204995845505,0.21763328,607
1215,0.100035995,0.19003347,0.28353439132768704,0.28353439132768704,0.0993393,608
96,0.36487135,0.232781,-0.28206645472870756,0.28206645472870756,0.22098354,609
386,-0.1138667,0.06674195,0.281870707029103,0.281870707029103,0.42248863,610
594,-0.5558748,-0.2592957,0.2812407230040401,0.2812407230040401,1.136781,611
834,-0.18094468,0.026832888,0.28122996893683533,0.28122996893683533,0.5662965,612
653,-0.96436435,-0.60548776,0.2811890656197238,0.2811890656197238,1.6208087,613
390,-0.27867094,-0.57477105,-0.2801726322366633,0.2801726322366633,1.1526245,614
842,-0.26152676,-0.60124725,-0.2796363706661398,0.2796363706661398,1.4296547,615
954,0.0539033,0.11891118,0.2795765948769869,0.2795765948769869,0.05332546,616
1251,0.24862513,0.10674861,-0.27898041836050935,0.27898041836050935,0.25221953,617
1050,0.056392066,0.15781124,0.27838982628976305,0.27838982628976305,0.1322175,618
204,0.0868799,0.20093839,0.27818626738026236,0.27818626738026236,0.16751888,619
897,0.45337796,0.35237432,-0.27805402485798086,0.27805402485798086,0.13816445,620
92,0.11509752,0.046914395,-0.2779701747654517,0.2779701747654517,0.06074823,621
343,-0.75913334,-0.5939873,0.2773125238468656,0.2773125238468656,0.35029835,622
1087,-0.88249946,-0.73095715,0.27685313241853693,0.27685313241853693,0.30072093,623
164,-0.36817554,-0.62221295,-0.27582580084825387,0.27582580084825387,0.8266836,624
1174,0.07370883,0.1540235,0.2754937890534702,0.2754937890534702,0.08582229,625
918,-0.73076254,-0.92060834,-0.2743015998332606,0.2743015998332606,0.4862556,626
443,0.24800184,0.17451699,-0.27429509382263195,0.27429509382263195,0.07069453,627
169,-1.3151742,-1.6802884,-0.2726354058748688,0.2726354058748688,1.7843131,628
1076,0.24726503,0.18201248,-0.2723539037157149,0.2723539037157149,0.058131665,629
