run_id,model,split,n_samples,loss,accuracy,balanced_accuracy,precision,recall,specificity,f1,roc_auc,pr_auc,brier_score,threshold,training_time_seconds,inference_time_seconds
seed42_20260916T142429Z,xgboost,train,2825,0.0051616826094686985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00021907573682256043,0.43,1240.0959932000005,0.03141529999993509
seed42_20260916T142429Z,xgboost,validation,606,0.08573773503303528,0.9702970297029703,0.9674265633447467,0.967032967032967,0.9832402234636871,0.9516129032258065,0.9750692520775623,0.9949653090646964,0.996345451012749,0.025155620649456978,0.43,1240.0959932000005,0.046486499999446096
seed42_20260916T142429Z,xgboost,test,606,0.10506509989500046,0.9603960396039604,0.9597043636731801,0.9690140845070423,0.9635854341736695,0.9558232931726908,0.9662921348314607,0.9934190543687355,0.9953116125799465,0.03005809336900711,0.43,1240.0959932000005,0.0058666000004450325
